,4,1190
,1,430
213,1,360
,1,330
,1,310
,1,300
3243424,1,290
,1,240
,1,190
,1,180
,1,150
,2,140
,1,130
,1,110
,1,100
,1,70
423423,1,60
,1,60
5555,1,50
,1,50
asdfsdf,1,50
,1,50
43,1,40
,1,30
,1,30
13,1,30
大苏打,1,30
56456,1,30
123,1,30
,1,20
,1,10
,1,10
,1,10
,1,10
324,1,0
qqq,1,0
213,1,0
,1,0
123,1,0
,1,0
123,1,0
,1,0
,1,0
123,1,0
